Title,Artist,Nationality,BeginDate,EndDate,Gender,Date,Department,Cost
Le Plein (Full Up),Arman,(American),-1928,-2005,(Male),1960,Prints & Illustrated Books," 1,156 "
SMCS Fall 2004 Brochure,Experimental Jetset,(Dutch),-1997,,(),2004,Architecture & Design," 1,446 "
"WHITE CASTLE, ROUTE #1, RAHWAY, NEW JERSEY",George A. Tice,(American),-1938,,(Male),1973,Photography," 1,112 "
Untitled,Dora Maar (Henriette Theodora Markovitch),(French),-1907,-1997,(Female),c. 1930,Photography, 951 
Fool's House,Jasper Johns,(American),-1930,,(Male),1972,Prints & Illustrated Books," 1,136 "
Untitled,U.S. Army Signal Corps,(American),,,(),1944-1945,Photography," 1,257 "
Chicken from 7 Objects in a Box,George Segal,(American),-1924,-2000,(Male),1966,Prints & Illustrated Books, 935 
Untitled,Richard Prince,(American),-1949,,(Male),1997-1998,Drawings," 1,308 "
Exposition - January 1898,Cause,(French),,,(),1898,Architecture & Design," 1,216 "
"An Arithmetic Class, Tuskegee",Keystone View Company,(American),-1892,-1972,(),1890s,Photography," 1,419 "
Dancers (Danseuses),Max Ernst,(French),-1891,-1976,(Male),1950,Prints & Illustrated Books," 1,483 "
"Duplicate of in-text plate from page 137 (supplementary suite, plate 15) from LES OLYMPIQUES",Charles Despiau,(French),-1874,-1946,(Male),1943,Prints & Illustrated Books," 1,055 "
Repeat of tailpiece from page 78 (page 187) from LES PETITES FLEURS,Émile Bernard,(French),-1868,-1941,(Male),1928,Prints & Illustrated Books," 1,306 "
Empreintes de pinceau n°50 répétées à intervalles réguliers de 30 cm,Niele Toroni,(Swiss),-1937,,(Male),1971,Drawings, 943 
Victor Moscoso letterhead (Letter to Michael Sheehe),Victor Moscoso,(American),-1936,,(Male),1991,Architecture & Design," 1,185 "
"Untitled, (Abstraction, airplane)",Unknown,(),,,(),c. 1920,Photography, 927 
Unfold/Fold from Flux Year Box 2,Ben Vautier,(French),-1935,,(Male),c. 1968,Prints & Illustrated Books," 1,378 "
Color separations for L'ENFLE CHIQUE III,Jean Dubuffet,(French),-1901,-1985,(Male),-1966,Prints & Illustrated Books, 982 
Wehag Rechnung,Max Burchartz,(German),-1887,-1961,(Male),c. 1930,Architecture & Design," 1,316 "
Untitled,Unknown,(),,,(),c. 1938-1960,Photography," 1,037 "
Headpiece (page 324) from L'IMITATION DE JÉSUS-CHRIST,Maurice Denis,(French),-1870,-1943,(Male),1893-1903,Prints & Illustrated Books," 1,471 "
HASSIDIM from the portfolio TWELVE ETCHINGS,William Gropper,(American),-1897,-1977,(Male),1965,Prints & Illustrated Books," 1,004 "
Ballada o zolnierzu,Wojciech Fangor,(Polish),-1922,-2015,(Male),1959,Film," 1,327 "
Le Grand Bois (The Large Woodcut),Henri Matisse,(French),-1869,-1954,(Male),1906,Prints & Illustrated Books, 909 
Mexico,Helen Levitt,(American),-1913,-2009,(Female),1941,Photography," 1,337 "
"Lieutenant-General Sir J. Hope Grant, G.C.B.",Felice Beato,(Italian),-1825,-1903,(Male),1860,Photography," 1,256 "
Fūrg from Merce Cunningham Portfolio,Frank Stella,(American),-1936,,(Male),1975,Prints & Illustrated Books, 970 
"Sioux Indian Scout, Pink Ridge Indian Reservation, South Dakota",Rolf Tietgens,(Nationality unknown),,,(Male),1941,Photography," 1,364 "
Invitation cards for opening receptions at the Jewish Museum,Elaine Lustig Cohen,(American),-1927,-2016,(Female),1964-1966,Architecture & Design, 933 
London,Horacio Coppola,(Argentine),-1906,-2012,(Male),1934,Photography," 1,002 "
Architecture Panoramas,Jan Dibbets,(Dutch),-1941,,(Male),1971,Photography," 1,273 "
Antechamber,Christian Schwarzwald,(Austrian),-1971,,(Male),-2004,Drawings," 1,315 "
Baby and Butterfly,Louise Bourgeois,(American),-1911,-2010,(Female),2007,Prints & Illustrated Books," 1,256 "
Eugene O'Neill and Family,Nickolas Muray,(American),-1892,-1965,(Male),1924,Photography," 1,198 "
Keep 'Em Rolling,Leo Lionni,(American),-1910,-1999,(Male),1941,Architecture & Design," 1,007 "
"Untitled, no. 7 of 19, from the portfolio, Fugue",Louise Bourgeois,(American),-1911,-2010,(Female),2003,Prints & Illustrated Books," 1,100 "
Plate (page 10) from TABLEAU DE LA BOXE,André Dunoyer de Segonzac,(French),-1884,-1974,(Male),1921-1922,Prints & Illustrated Books," 1,223 "
Untitled from Graph Bloc (Bloc milimetrado),Nicolás Paris,(Colombian),-1977,,(Male),2011,Prints & Illustrated Books," 1,216 "
Curve,Ellsworth Kelly,(American),-1923,-2015,(Male),1951,Drawings," 1,459 "
"Battle Machine, design for Ubu Roi",David Hockney,(British),-1937,,(Male),-1966,Drawings, 972 
Untitled,Unknown,(),,,(),c. 1938-1960,Photography," 1,461 "
"Variant of in-text plate from page 78 with +remarque- (supplementary suite, plate 29) from LYSISTRATA",František Kupka,(Czech),-1871,-1957,(Male),1908-1911,Prints & Illustrated Books, 963 
"21 cm Belagerungs-Geschütz, Aufstellung für den Transport",Hugo van Werden,(German),-1836,-1911,(Male),1871,Photography," 1,425 "
In-text plate (page 83) from POÈMES,Charles Despiau,(French),-1874,-1946,(Male),1933,Prints & Illustrated Books," 1,369 "
I'm Failing from Program Three,Dennis Oppenheim,(American),-1938,-2011,(Male),1972-1973,Media and Performance Art," 1,433 "
Plate (folio 7) from Phantastische Gebete,Jean (Hans) Arp,(French),-1886,-1966,(Male),-1916,Prints & Illustrated Books," 1,162 "
The Holy Virgin Mary,Chris Ofili,(British),-1968,,(Male),1996,Painting & Sculpture," 1,078 "
Furnishing Fabric,Richard Riemerschmid,(German),-1868,-1957,(Male),1905,Architecture & Design," 1,227 "
Abem,Georgii Iakulov,(),,,(Male),1922,Prints & Illustrated Books," 1,032 "
"Plate 7 of 11, from the illustrated book, He Disappeared into Complete Silence, second edition",Louise Bourgeois,(American),-1911,-2010,(Female),1995-1999,Prints & Illustrated Books," 1,317 "
Untitled,Rudy Burckhardt,(American),-1914,-1999,(Male),1940,Photography," 1,192 "
Calotypes by D.O. Hill,David Octavius Hill,(British),-1802,-1870,(Male),1843-1847,Photography," 1,089 "
Pregnant Woman,Louise Bourgeois,(American),-1911,-2010,(Female),2008,Prints & Illustrated Books," 1,023 "
L'Arpenteur,Jean Dubuffet,(French),-1901,-1985,(Male),1960,Prints & Illustrated Books, 955 
Poster for ISBN Book Launch,Fiona Banner,(British),-1966,,(Female),2010,Prints & Illustrated Books," 1,042 "
Untitled from Les Chimères,Henri Georges Adam,(French),-1904,-1967,(Male),1947,Prints & Illustrated Books," 1,122 "
"Untitled, from a unique album titled ""Photographs by Rudolph Burckhardt; Sonnet by Edwin Denby""",Rudy Burckhardt,(American),-1914,-1999,(Male),1946-1947,Photography," 1,062 "
"Market Day, Western Ireland",Dorothea Lange,(American),-1895,-1965,(Female),1954,Photography," 1,356 "
254 rue St. Jacques,Eugène Atget,(French),-1857,-1927,(Male),1907-1908,Photography, 919 
Rapture,Shirin Neshat,(Iranian),-1957,,(Female),1999,Media and Performance Art," 1,286 "
Plate (folio 24) from POÈMES À VOIR,Pierre Alechinsky,(Belgian),-1927,,(Male),1986,Prints & Illustrated Books, 973 
Attachment for rubber strap (Perspective sketches),Lilly Reich,(German),-1885,-1947,(Female),1931,Architecture & Design," 1,125 "
Tailpiece (page 147) from SAINTE MONIQUE,Pierre Bonnard,(French),-1867,-1947,(Male),1920-1930,Prints & Illustrated Books," 1,008 "
Vselenskaia voina (Universal War),Aleksei Kruchenykh,(Russian),-1886,-1969,(Male),1916,Prints & Illustrated Books," 1,104 "
Untitled,Hans Haacke,(German),-1936,,(Male),1961,Prints & Illustrated Books," 1,354 "
"Double page plate, plate 5 (folios 13 verso and 14) from (OPÉRA) DÉCLARATION",Roland Sabatier,(French),-1942,,(Male),1966,Prints & Illustrated Books," 1,010 "
! no pasaran! 7 de Noviembre Madrid,Jose Espert,(Spanish),,,(Male),1930s,Architecture & Design," 1,282 "
Der 2te Lumpenball ist am Samstag den 31. Januar,Franz Wilhelm Seiwert,(German),-1894,-1933,(Male),1931,Architecture & Design," 1,176 "
Flap,Roman Signer,(Swiss),-1938,,(Male),1984,Media and Performance Art," 1,092 "
"""A Famous School of Dance Has a Birthday""",Times Wide World Photos,(American),-1919,-1941,(),c. 1929,Photography, 919 
Ocean Surface Woodcut 1992,Vija Celmins,(American),-1938,,(Female),1992,Prints & Illustrated Books," 1,388 "
Double page in-text plate (pages 64 and 65) from 1¢ Life,Tom Wesselmann,(American),-1931,-2004,(Male),1964,Prints & Illustrated Books, 943 
"Untitled, plate 9 of 9, from the illustrated book, Ode à Ma Mère",Louise Bourgeois,(American),-1911,-2010,(Female),1995,Prints & Illustrated Books," 1,046 "
Plate (page 106) from CIRQUE,Fernand Léger,(French),-1881,-1955,(Male),1950,Prints & Illustrated Books," 1,170 "
(Untitled)(torn football banner),Geoff Winningham,(American),-1943,,(Male),1976,Photography," 1,254 "
"Corinne from L'Estampe moderne, no. 1",Maurice Réalier-Dumas,(French),-1860,-1928,(Male),1897,Prints & Illustrated Books," 1,270 "
Untitled from the portfolio SKYWAYS,Walter Darby Bannard,(American),-1934,-2016,(Male),1969,Prints & Illustrated Books," 1,023 "
"Grayson, San Joaquin Valley, California",Dorothea Lange,(American),-1895,-1965,(Female),1938,Photography," 1,268 "
Mask,Joan Miró,(Spanish),-1893,-1983,(Male),1956,Painting & Sculpture," 1,164 "
The Storm Scene,Edward Gordon Craig,(British),-1872,-1966,(Male),1920,Prints & Illustrated Books," 1,398 "
Hans Quint GmbH lettehead,Erich Comeriner,(German),-1907,-1978,(Male),1920s,Architecture & Design, 947 
Table of contents from Crime by Cuevas,José Luis Cuevas,(Mexican),-1934,-2017,(Male),1968,Prints & Illustrated Books," 1,424 "
VERSAILLES -- L'ORANGERIE,Eugène Atget,(French),-1857,-1927,(Male),1903,Photography," 1,431 "
Mount Henry and Sally Keyes Lake from near Heart Lake,Ansel Adams,(American),-1902,-1984,(Male),1930,Photography," 1,078 "
Plate (page 81) from LES PETITES FLEURS,Émile Bernard,(French),-1868,-1941,(Male),1928,Prints & Illustrated Books," 1,082 "
Spatial Poem No. 4,Mieko Shiomi,(Japanese),-1938,,(Female),1973,Prints & Illustrated Books," 1,025 "
Unused preparatory drawing for In Memory of My Feelings,Willem de Kooning,(American),-1904,-1997,(Male),1967,Prints & Illustrated Books," 1,469 "
"Untitled, no. 17 of 23, from the illustrated book, Ode à la Bièvre",Louise Bourgeois,(American),-1911,-2010,(Female),2007,Prints & Illustrated Books," 1,380 "
"Plate (volume II, folio 41 verso) from FORMULATION: ARTICULATION",Josef Albers,(American),-1888,-1976,(Male),1970-1972,Prints & Illustrated Books," 1,109 "
Plate (folio 12) from MADRIGAUX,Raoul Dufy,(French),-1877,-1953,(Male),1920,Prints & Illustrated Books," 1,403 "
FORTUNE AND DESTINY from the portfolio MEANS AND ENDS,Gary Kuehn,(American),-1939,,(Male),1975,Prints & Illustrated Books, 961 
"DESOLATE PLACES, proof of 1st color (supplementary suite, plate 32) from ANVOUAIAJE PAR IN NINBESIL AVEC DE ZIMAJE",Jean Dubuffet,(French),-1901,-1985,(Male),1949-1950,Prints & Illustrated Books," 1,073 "
Headpiece (folio 20) from LES AMOURS,Émile Bernard,(French),-1868,-1941,(Male),1915,Prints & Illustrated Books," 1,061 "
Futurismo Artecrazia letterhead (Letter to Arthur Cohen),Luigi Scrivo,(Italian),,,(Male),1976,Architecture & Design, 911 
Low Tide Wandering No. 28 (Wattwanderung No. 28) from Low Tide Wandering (Wattwanderung),Thomas Schütte,(German),-1954,,(Male),2001,Prints & Illustrated Books," 1,078 "
15 Years Magnified Through a Drop of Water,James Rosenquist,(American),-1933,-2017,(Male),1972-1973,Prints & Illustrated Books," 1,440 "
Postal Dossier (Dossier postale),Alighiero Boetti,(Italian),-1940,-1994,(Male),1969-1970,Prints & Illustrated Books, 961 
"Interior of Workshop, Nanking Arsenal",John Thomson,(British),-1837,-1921,(Male),1874,Photography," 1,085 "
Frontispiece from Un Poème dans chaque livre,Georges Braque,(French),-1882,-1963,(Male),1956,Prints & Illustrated Books," 1,229 "
Untitled,Unknown,(),,,(),c. 1938-1960,Photography, 938 
Light Bulb I from the portfolio 1st Etchings - 2nd State,Jasper Johns,(American),-1930,,(Male),1967-1969,Prints & Illustrated Books, 995 
"Scene 12 (plate, folio 39) from THE DREAM OF ABU-SAID and WIND",Ilya Kabakov,(American),-1933,,(Male),1957-1990,Prints & Illustrated Books," 1,490 "
HÔTEL LE PELETIER DE SAINT-FARGEAU. RUE DE SÉVIGNÉ,Eugène Atget,(French),-1857,-1927,(Male),1903-1904,Photography," 1,287 "
Vases,Carl-Harry Stålhane,(Swedish),-1920,-1990,(Male),1950,Architecture & Design, 946 
Jens Jensen Graphics,Frank Lloyd Wright,(American),-1867,-1959,(Male),1941,Architecture & Design," 1,181 "
"Poster for The New Voorhees Assembly Programs, Douglass College, New Brunswick, New Jersey, Spring 1972",George Maciunas,(American),-1931,-1978,(Male),1972,Fluxus Collection," 1,121 "
When Alcohol Distorts Reality... (Advertisement for Librium),Rolf Harder,(Canadian),-1929,-2013,(Male),1963,Architecture & Design, 941 
Plate (folio 6) from (POEMS),Willem de Kooning,(American),-1904,-1997,(Male),1967-1988,Prints & Illustrated Books," 1,139 "
Plate (page 49) from LE DIT DU VIEUX MARIN,André Masson,(French),-1896,-1987,(Male),1948,Prints & Illustrated Books, 963 
Lounge Chair without Arms,Ludwig Mies van der Rohe,(American),-1886,-1969,(Male),1934,Architecture & Design," 1,399 "
Don Pelayo (Don Pelayos y Cabrales) from the portfolio Color Guard Etcetera,Juan Hidalgo,(Spanish),-1927,,(Male),1991,Prints & Illustrated Books," 1,451 "
Head of a Child,Anatoly Timofeevich Zverev,(Russian),-1931,-1986,(Male),-1955,Drawings, 980 
(Untitled),Kosti Ruohomaa,(American),,,(),1945,Photography," 1,018 "
Plate (page 17) from VIEUX PAYS,Raoul Ubac,(Belgian),-1910,-1985,(Male),1967,Prints & Illustrated Books," 1,019 "
Untitled,Louise Bourgeois,(American),-1911,-2010,(Female),c. 2005,Prints & Illustrated Books," 1,195 "
Dual Function,William Wegman,(American),-1943,,(Male),1972-1973,Media and Performance Art," 1,411 "
Saint Jacques du Haut-Pas,Eugène Atget,(French),-1857,-1927,(Male),1927,Photography," 1,084 "
"Duplicate of Noémie (supplementary suite, plate 14) from D'Ariane à Zoé",Jean Launois,(French),-1898,-1942,(Male),1930,Prints & Illustrated Books," 1,338 "
"Aux Vieilles Tapisseries: 44 Sentences de Louise Bourgeois, text 8 of 44",Louise Bourgeois,(American),-1911,-2010,(Female),2005,Prints & Illustrated Books," 1,082 "
"Pizzeria, New York",William Klein,(American),-1928,,(Male),1954,Photography," 1,444 "
Untitled #29,José Antonio Suárez Londoño,(Colombian),-1955,,(Male),1979-1984,Prints & Illustrated Books," 1,329 "
Dancer,Gjon Mili,(American),-1904,-1984,(Male),1919-1958,Photography," 1,174 "
Untitled (Last Letter),Felix Gonzalez-Torres,(American),-1957,-1996,(Male),1991,Photography, 952 
My Voice Would Reach You,Meiro Koizumi,(Japanese),-1976,,(Male),2009,Media and Performance Art," 1,320 "
Inches and Field,Sylvia Plimack Mangold,(American),-1938,,(Female),1978,Prints & Illustrated Books, 950 
Untitled,Unknown,(),,,(),c. 1938-1960,Photography," 1,011 "
"Documentation of Selected Works, 1971-1974",Chris Burden,(American),-1946,-2015,(Male),1971-1975,Media and Performance Art, 929 
Ball Glasses,Timo Sarpaneva,(Finnish),-1926,-2006,(Male),1955,Architecture & Design," 1,068 "
Homes for America,Dan Graham,(American),-1942,,(Male),1966-1967,Photography," 1,219 "
"Willow, Santa Cruz",Edward Weston,(American),-1886,-1958,(Male),1933,Photography," 1,358 "
"For Alice, Too",Bill Jensen,(American),-1945,,(Male),1990,Prints & Illustrated Books," 1,032 "
The Cane Punishment,John Thomson,(British),-1837,-1921,(Male),1874,Photography," 1,326 "
"Andela Praskova roz. Mala, Inz. Alexandr Prasek dovoluji si oznamiti svuj snatek, JUC. Josef Mokry doktorem prav a ved statnich",Zdenek Rossmann,(Czech),-1905,-1984,(Male),1934,Architecture & Design," 1,088 "
Portrait of a Man (Portrait d'homme),Jean Dubuffet,(French),-1901,-1985,(Male),1953,Prints & Illustrated Books," 1,498 "
"Plate 5 (double page plate, folios 11 verso and 12) from IL",Wessel Couzijn,(Dutch),-1912,-1984,(Male),1966,Prints & Illustrated Books," 1,217 "
Cremaster Field Suite,Matthew Barney,(American),-1967,,(Male),2002,Prints & Illustrated Books," 1,101 "
To Construct a Structure,Lawrence Weiner,(American),-1942,,(Male),-1988,Prints & Illustrated Books," 1,349 "
Bicêtre -- Cour Saint Jean. Église Due à L'architecte Levau. 1670,Eugène Atget,(French),-1857,-1927,(Male),1901,Photography," 1,202 "
"Sandra Fisher and R. B. Kitaj. London, England",Lee Friedlander,(American),-1934,,(Male),1992,Photography," 1,474 "
"Wilh. Grimm's Study in Berlin 1860, plate IV from Interiors, The Berlin Studies of Jacob and Wilhelm Grimm",Rodney Graham,(Canadian),-1949,,(Male),1993,Prints & Illustrated Books, 969 
Composit for First Feature (A),Robert Frank,(American),-1924,,(Male),1967,Photography," 1,381 "
Initial D and in-text plate (page 149) from PANTAGRUEL,André Derain,(French),-1880,-1954,(Male),1943,Prints & Illustrated Books," 1,045 "
Exfoliation,Lyle Ashton Harris,(American),-1964,,(Male),1994,Photography," 1,463 "
Two plates (facing page 112) from CÉSAR ANTÉCHRIST,Alfred Jarry,(French),-1873,-1907,(Male),1895,Prints & Illustrated Books," 1,416 "
Untitled from Favorite Objects,Christian Boltanski,(French),-1944,,(Male),1998,Prints & Illustrated Books," 1,067 "
"DÉMOLITIONS DE LA RUE BEAUBOURG. MARS, 1914",Eugène Atget,(French),-1857,-1927,(Male),1914,Photography," 1,483 "
"Le Fiacre, avant les pneus",Eugène Atget,(French),-1857,-1927,(Male),1898,Photography," 1,489 "
Plate (folio 9 verso) from GEDICHTE,Eberhard Göschel,(German),-1943,,(Male),1978,Prints & Illustrated Books, 939 
Baked Potato from 7 Objects in a Box,Claes Oldenburg,(American),-1929,,(Male),1966,Prints & Illustrated Books," 1,389 "
Untitled from DIE/DIE MORE/DIE BETTER/DIE AGAIN,Maurizio Cattelan,(Italian),-1960,,(Male),2008,Prints & Illustrated Books," 1,298 "
Frolic Architecture,James Welling,(American),-1951,,(Male),2009,Prints & Illustrated Books," 1,121 "
"Billy Mill roundabout from In a Spin, the Action of the World on Things, Volume 1",Damien Hirst,(British),-1965,,(Male),2002,Prints & Illustrated Books," 1,440 "
Seated Nude,Elie Nadelman,(American),-1882,-1946,(Male),c. 1916,Drawings," 1,196 "
Zócalo de la tragedia,Beatriz González,(Colombian),-1938,,(Female),1983,Prints & Illustrated Books," 1,187 "
Portrait of Congo from Fluxus 1,Unknown,(),,,(),1964-1965,Prints & Illustrated Books," 1,206 "
Portrait of Mme Zamaron,Suzanne Valadon,(French),-1865,-1938,(Female),1922,Painting & Sculpture," 1,271 "
Headpiece (page 41) from FABLES,Thomas Bewick,(British),-1753,-1828,(Male),1818,Prints & Illustrated Books," 1,396 "
Alpine Climbers,David Hand,(American),-1900,-1986,(Male),1936,Film," 1,317 "
Plate (folio 58) from BOOK,Stephen Antonakos,(American),-1926,-2013,(Male),1980-1985,Prints & Illustrated Books," 1,099 "
Nude,Bill Brandt,(British),-1904,-1983,(Male),1953,Photography," 1,396 "
